x,y,z,yaw,velocity,change_flag
-75.8759,486.8214,35.8894,1.1815,15.1281,0
-75.5835,487.5147,35.8891,1.1841,15.093,0
-75.2584,488.3633,35.8781,1.184,15.4229,0
-74.989,488.9912,35.8736,1.182,15.5844,0
-74.7954,489.4595,35.8493,1.1814,15.6546,0
-74.4717,490.2704,35.8241,1.1801,15.7318,0
-74.1104,491.068,35.8295,1.1799,16.0267,0
-73.7649,491.8851,35.8123,1.1796,16.1951,0
-73.4027,492.7166,35.7848,1.1774,16.3496,0
-73.1037,493.5236,35.7749,1.1779,16.504,0
-72.7243,494.4158,35.76,1.1772,16.497,0
-72.5076,494.8808,35.7607,1.1771,16.6023,0
-72.1693,495.6623,35.7083,1.1781,16.4057,0
-71.8586,496.5449,35.6978,1.177,16.483,0
-71.4913,497.3723,35.691,1.1796,16.4759,0
-71.1402,498.1864,35.6534,1.1845,16.4338,0
-70.7531,499.0733,35.6133,1.1877,16.5181,0
-70.4906,499.8159,35.5872,1.1936,16.511,0
-70.2846,500.2757,35.5734,1.1965,16.5181,0
-69.7197,501.5849,35.5092,1.2097,16.3777,0
-69.4564,502.4164,35.5115,1.2182,16.2232,0
-69.1473,503.3044,35.5582,1.228,15.9284,0
-68.7762,504.1007,35.5045,1.2366,15.8371,0
-68.4679,504.8875,35.4964,1.243,15.5704,0
-68.2308,505.7012,35.4691,1.2558,14.9035,0
-68.0171,506.5305,35.4899,1.2772,14.6507,0
-67.7416,507.2703,35.5692,1.3021,14.6086,0
-67.6009,507.9995,35.5779,1.3307,14.2225,0
-67.3327,508.81,35.5484,1.3598,13.9207,0
-67.1726,509.5699,35.5525,1.3947,13.9768,0
-66.9989,510.3066,35.5866,1.4289,13.9698,0
-66.9379,511.0893,35.5873,1.4676,13.8785,0
-66.794,511.8453,35.5919,1.5033,13.8645,0
-66.8119,512.5667,35.6814,1.5448,13.9207,0
-66.8155,513.3255,35.638,1.5863,13.9347,0
-66.8565,514.1104,35.6371,1.6292,13.9558,0
-66.8712,514.9141,35.6486,1.6703,13.9838,0
-67.0118,515.6321,35.6822,1.7146,13.9909,0
-67.1294,516.4238,35.641,1.7572,13.9347,0
-67.2368,517.1765,35.6876,1.799,14.026,0
-67.4282,517.9117,35.6991,1.844,13.9698,0
-67.6788,518.6876,35.7088,1.891,14.026,0
-67.9497,519.3718,35.717,1.9376,13.9698,0
-68.2393,520.1035,35.7275,1.9862,14.1593,0
-68.5794,520.7415,35.7327,2.0322,14.1664,0
-68.8825,521.5074,35.7992,2.08,14.3699,0
-69.519,522.5225,35.7529,2.1534,14.5525,0
-70.0623,523.2775,35.7452,2.2072,14.6858,0
-70.5199,523.8806,35.7513,2.2568,14.8262,0
-71.1055,524.5449,35.7599,2.3094,14.6507,0
-71.5993,525.1588,35.7281,2.3569,14.5946,0
-72.1789,525.6852,35.7269,2.4048,14.5665,0
-72.7181,526.1927,35.7321,2.4525,14.5103,0
-73.3611,526.6817,35.7254,2.4984,14.6788,0
-73.9557,527.1853,35.7147,2.5422,14.7982,0
-74.6237,527.6564,35.7052,2.5807,15.1913,0
-75.1792,528.0398,35.7299,2.6114,15.458,0
-75.6338,528.2629,35.7268,2.6259,15.5633,0
-76.2915,528.6785,35.736,2.6502,15.9986,0
-76.7505,528.8842,35.7167,2.6617,16.0618,0
-77.5819,529.3773,35.6892,2.6814,16.3636,0
-78.2969,529.7488,35.6425,2.6968,16.6514,0
-79.1831,530.1413,35.6324,2.7106,17.0024,0
-80.0151,530.5696,35.606,2.7219,17.0446,0
-80.8599,530.9349,35.5556,2.7299,17.3534,0
-81.7281,531.3442,35.5371,2.7339,17.7044,0
-82.6342,531.7104,35.5511,2.737,17.9291,0
-83.1529,531.9667,35.5298,2.7396,18.0765,0
-83.6331,532.1927,35.5088,2.7412,18.1327,0
-84.4408,532.548,35.4665,2.7419,18.3082,0
-85.3842,532.9263,35.4411,2.743,18.7785,0
-85.8571,533.1228,35.4261,2.7435,18.8136,0
-86.36,533.3383,35.4089,2.7439,18.9329,0
-86.8303,533.585,35.3909,2.745,19.0523,0
-87.3064,533.7911,35.3834,2.7456,19.1927,0
-88.2969,534.191,35.3585,2.747,19.4173,0
-88.8048,534.4008,35.3564,2.7475,19.5647,0
-89.3701,534.6627,35.3312,2.7489,19.6981,0
-90.3442,535.0416,35.2892,2.7463,19.9017,0
-90.8602,535.2709,35.2762,2.7455,20.0983,0
-91.3348,535.4765,35.2611,2.7455,20.2036,0
-91.8269,535.6881,35.255,2.7449,20.2738,0
-92.3163,535.9006,35.2383,2.7447,20.4563,0
-92.8245,536.1091,35.2019,2.7439,20.4914,0
-93.3594,536.3627,35.1753,2.7436,20.6739,0
-93.9546,536.6108,35.1434,2.7427,20.9407,0
-94.4498,536.802,35.1317,2.7418,20.9126,0
-94.9398,537.0134,35.1228,2.7423,21.067,0
-95.4516,537.2299,35.0979,2.7421,21.0811,0
-96.0053,537.4684,35.0746,2.7393,21.4812,0
-96.5486,537.7051,35.0667,2.7388,21.5584,0
-97.1008,537.9476,35.059,2.7377,21.7971,0
-97.6655,538.1689,35.0193,2.7361,21.8111,0
-98.2674,538.4275,34.994,2.7354,21.9726,0
-98.8276,538.6945,34.9635,2.7342,22.113,0
-99.3534,538.9475,34.9398,2.7332,22.1902,0
-99.9203,539.1595,34.9282,2.7316,22.3025,0
-100.4974,539.4208,34.9069,2.7305,22.3376,0
-101.0578,539.671,34.8942,2.7294,22.2394,0
-101.5676,539.9103,34.8566,2.728,22.3938,0
-102.157,540.1526,34.8172,2.7278,22.3657,0
-102.7471,540.4218,34.8027,2.7261,22.45,0
-103.3464,540.6842,34.8011,2.7259,22.5693,0
-103.9283,540.9329,34.7816,2.7241,22.5974,0
-104.4757,541.175,34.7435,2.7223,22.7799,0
-104.9956,541.4553,34.7256,2.722,22.7378,0
-105.5528,541.6986,34.7038,2.7215,22.8361,0
-106.1694,541.9534,34.6823,2.7201,22.8782,0
-106.7443,542.2325,34.6491,2.7186,22.9273,0
-107.2834,542.4732,34.6364,2.7182,22.9133,0
-107.8221,542.706,34.6061,2.7178,22.8571,0
-108.4039,543,34.5777,2.7175,23.0818,0
-109.0539,543.2772,34.5596,2.719,23.0186,0
-109.7067,543.5533,34.5249,2.7213,22.9273,0
-110.3234,543.8414,34.4956,2.7215,22.8992,0
-110.8255,544.0649,34.4628,2.7214,23.0045,0
-111.3363,544.3105,34.4424,2.722,23.0958,0
-112.0132,544.6039,34.4487,2.7239,23.1309,0
-112.5087,544.8126,34.433,2.7244,23.0958,0
-113.1353,545.1116,34.4001,2.7259,23.0958,0
-113.7625,545.3708,34.3745,2.7264,22.8712,0
-114.3144,545.5989,34.3556,2.7266,22.6886,0
-114.8779,545.864,34.3461,2.7267,22.6606,0
-115.5266,546.166,34.3258,2.7272,22.5342,0
-116.0647,546.4151,34.2975,2.7276,22.3236,0
-116.6022,546.6442,34.2663,2.7283,22.2464,0
-117.17,546.8948,34.2441,2.7281,22.0779,0
-117.7481,547.147,34.2152,2.7283,21.9866,0
-118.2759,547.3971,34.2068,2.7278,21.8673,0
-118.7369,547.6116,34.1827,2.7283,21.6427,0
-119.3665,547.8786,34.1636,2.728,21.6076,0
-119.963,548.1584,34.1409,2.7282,21.425,0
-120.4603,548.3782,34.1225,2.7291,21.3478,0
-121.0086,548.6107,34.0958,2.7282,21.0951,0
-121.5457,548.8387,34.082,2.7278,20.8915,0
-122.0645,549.0988,34.0591,2.728,20.709,0
-122.5989,549.3047,34.0423,2.7277,20.4071,0
-123.0907,549.5309,34.0078,2.7282,20.1825,0
-123.5917,549.7521,33.9858,2.7285,19.993,0
-124.0594,549.9641,33.9679,2.7287,19.7543,0
-124.5667,550.2025,33.9457,2.7292,19.4594,0
-125.5552,550.6254,33.8865,2.7302,19.0523,0
-126.4857,551.0709,33.8904,2.7317,18.589,0
-126.9726,551.2646,33.9127,2.7325,18.4415,0
-127.8461,551.626,33.8746,2.7349,17.915,0
-128.3146,551.8111,33.8352,2.7386,17.557,0
-129.2587,552.1849,33.7314,2.7464,16.9744,0
-130.0188,552.5509,33.7387,2.759,16.0126,0
-130.7982,552.8713,33.7703,2.7753,15.1281,0
-131.5807,553.1098,33.7654,2.799,14.3559,0
-132.3097,553.3438,33.7509,2.8303,13.9066,0
-133.0037,553.5303,33.7759,2.8675,13.5275,0
-133.7184,553.7329,33.7599,2.9122,13.2327,0
-134.4448,553.8969,33.7553,2.9628,13.0572,0
-135.1378,553.9688,33.7693,3.0182,12.7062,0
-135.8899,554.0301,33.7813,3.0793,12.5096,0
-136.5317,554.0865,33.7888,3.1406,12.1937,0
-137.1971,554.074,33.8022,-3.0776,11.9621,0
-137.8871,554.0217,33.8156,-3.0111,12.0814,0
-138.5584,553.8996,33.8374,-2.9453,12.0604,0
-139.1591,553.7513,33.8368,-2.8774,12.1025,0
-139.8462,553.5842,33.8485,-2.8088,12.2569,0
-140.5107,553.319,33.8506,-2.741,11.8287,0
-141.1385,553.0511,33.8141,-2.6697,12.0323,0
-141.679,552.7792,33.8757,-2.6079,11.9551,0
-142.2256,552.4589,33.8811,-2.5425,11.569,0
-142.7957,552.1012,33.9542,-2.4842,11.576,0
-143.2882,551.7844,33.9871,-2.4297,11.1829,0
-143.765,551.3409,33.8848,-2.3753,11.8708,0
-144.1787,550.9626,34.0147,-2.3315,11.6111,0
-144.6917,550.4238,34.0598,-2.2847,11.7866,0
-145.0864,549.9879,34.0042,-2.2466,12.0253,0
-145.5145,549.4701,34.0471,-2.214,12.2078,0
-145.8945,548.9717,34.0931,-2.1926,12.285,0
-146.3036,548.3826,34.0562,-2.1729,12.4956,0
-146.6866,547.8343,34.0984,-2.1566,12.5939,0
-147.0422,547.2542,34.1271,-2.1406,12.8887,0
-147.4249,546.6661,34.1195,-2.1228,13.0151,0
-147.8114,546.0137,34.132,-2.1057,13.1204,0
-148.2065,545.4243,34.1496,-2.0869,13.2608,0
-148.5634,544.7783,34.1642,-2.0685,13.6328,0
-148.9334,544.1224,34.1587,-2.05,13.7662,0
-149.3214,543.4304,34.1575,-2.0302,13.8785,0
-149.6309,542.742,34.1865,-2.0118,13.9838,0
-149.9918,542.082,34.1949,-1.9918,14.026,0
-150.288,541.3255,34.1936,-1.9734,14.1453,0
-150.5858,540.6122,34.193,-1.9539,14.3419,0
-150.8823,539.8925,34.1901,-1.9357,14.3348,0
-151.1881,539.1452,34.1956,-1.9182,14.4261,0
-151.4435,538.4476,34.1886,-1.9008,14.4401,0
-151.6936,537.6424,34.1955,-1.8838,14.5946,0
-151.9696,536.8708,34.1915,-1.8649,14.6297,0
-152.2137,536.0701,34.1842,-1.8464,14.7841,0
-152.4405,535.3126,34.1938,-1.8274,14.8613,0
-152.6652,534.5234,34.1842,-1.8085,14.9105,0
-152.8196,533.6823,34.1831,-1.7892,14.9737,0
-152.9995,532.952,34.1786,-1.771,14.9666,0
-153.1399,532.1509,34.1726,-1.7528,14.8754,0
-153.302,531.3124,34.1619,-1.735,14.7631,0
-153.455,530.4764,34.1721,-1.7146,14.6297,0
-153.5802,529.712,34.158,-1.6931,14.4682,0
-153.6412,528.935,34.1573,-1.6728,14.2787,0
-153.7359,528.1088,34.1674,-1.6527,14.2225,0
-153.8112,527.3252,34.1507,-1.6308,14.2015,0
-153.8398,526.5787,34.1381,-1.6096,14.0049,0
-153.8524,525.835,34.1488,-1.5905,13.8856,0
-153.92,525.0189,34.1263,-1.5724,13.7381,0
-153.9045,524.2827,34.0992,-1.5551,13.6118,0
-153.8741,523.5743,34.101,-1.5403,13.4152,0
-153.8509,522.8662,34.1191,-1.529,13.2818,0
-153.8302,522.1458,34.113,-1.5189,13.1274,0
-153.7805,521.462,34.1133,-1.5153,13.0151,0
-153.7473,520.7807,34.1266,-1.5186,12.7694,0
-153.7446,520.0577,34.1159,-1.5273,12,0
-153.6813,519.3553,34.1141,-1.5411,12,0
-153.6539,518.6732,34.0969,-1.5538,12,0
-153.6439,518.0024,34.1047,-1.5665,11,0
-153.6847,517.2798,34.0997,-1.5765,11,0
-153.719,516.5718,34.0928,-1.5872,10,0
-153.708,515.9134,34.0908,-1.5982,10,0
-153.6702,515.2873,34.0838,-1.615,9,0
-153.703,514.6535,34.0729,-1.6363,9,0
-153.7537,513.9834,34.049,-1.6595,8,0
-153.8659,513.2593,34.0387,-1.6816,8,0
-153.8994,512.6199,34.0454,-1.7069,7,0
-153.9472,512.047,34.0255,-1.7358,7,0
-153.9929,511.4643,34.0162,-1.7698,7,0
-154.1589,510.8642,34.0356,-1.801,7,0
-154.2732,510.3207,34.0297,-1.8331,7,0
-154.5064,509.6605,34.0178,-1.8764,6.5,0
-154.6905,509.1946,34.0192,-1.8986,6.5,0
-154.9567,508.5434,33.9931,-1.921,6.5,0
-155.1836,508.0234,33.9939,-1.9344,6.5,0
-155.3759,507.5367,34.0002,-1.9403,6.5,0
-155.6203,506.9623,33.9909,-1.937,6.5,0
-155.8015,506.4802,33.988,-1.932,6.5,0
-155.9736,505.967,33.9985,-1.9274,6.5,0
-155.9793,505.8806,34.0041,-1.9274,6.5,0
-156.00885,505.8675,34.0086,-1.9274,0,0
